Vendor # @	Vendor Creation Date	Vendor name	Vendor country key	Vendor Type Description	Vendor Material type	company_code	Region Description	Posting Block for Company Code	Business Unit
1179412	10/7/18	MELLTDLL	GB	PO	Real Estate	2182	EMEA		
1179412	10/7/18	MELLTDLL	GB	PO	Real Estate	2500	EMEA	X	
1179412	10/7/18	MELLTDLL	GB	PO	Real Estate	9801	Open Market	X	
1179411	10/7/18	CHAOVAAV	IL	NPO	HR	5000	ISR	X	U7490
1179410	10/7/18	YNTINCT 	US	PO	Contingent Workforce	1200	North America	X	
1179409	10/7/18	LCTLTDTI	IL	PO	Facilities	5000	ISR	X	
1179408	10/7/18	SSETDAER	CL	PO	Facilities	4102	CALA	X	
1179408	10/7/18	TFE NAE 	PL	NPO	Professional Services	2680	EMEA	X	U7599
1179406	10/7/18	UN ROM R	IL	PO	Facilities	5000	ISR	X	
1179406	10/7/18	 GU SAUR	MX	PO	Facilities	4042	CALA	X	
1179405	10/7/18	EBLLTDLE	GB	PO	Facilities	2500	EMEA		
1179404	10/7/18	AE BHD C	MY	PO	Software	3100	APAC		
1179403	10/7/18	RYSLTDST	IL	PO	Contingent Workforce	5000	ISR		
1179403	10/7/18	RYSLTDST	IL	PO	Contingent Workforce	5100	ISR	X	
1179403	10/7/18	RCIIMEIO	CR	PO	Facilities	4090	CALA		
1179402	10/7/18	RMSMBHS 	DE	PO	Hardware	2520	EMEA	X	
1179401	10/7/18	DMO CVOV	MX	PO	Hardware	4042	CALA		
1179400	10/7/18	PSILTDIS	SG	PO	Events	2300	EMEA	X	
1179400	10/7/18	PSILTDIS	SG	PO	Events	3160	APAC		
1179400	10/7/18	FTIINCIV	US	PO	Software	1100	North America	X	
1179400	10/7/18	FTIINCIV	US	PO	Software	2300	EMEA		
1179400	10/7/18	FTIINCIV	US	PO	Software	2800	EMEA		
1179399	10/7/18	ORA SPA 	CL	PO	Hardware	4102	CALA	X	
1179398	10/7/18	I90LTD0 	BG	PO	Facilities	2220	EMEA		
1179396	10/7/18	A CSLUCO	ES	PO	Hardware	2540	EMEA	X	
1179396	10/7/18	MI LTD T	IL	PO	Contingent Workforce	5000	ISR	X	
1179395	10/7/18	LRATEDA 	AU	PO	Hardware	3000	APAC		
1179395	10/7/18	LRATEDA 	AU	PO	Hardware	3002	APAC	X	
1179395	10/7/18	LRATEDA 	AU	PO	Hardware	3006	APAC	X	
1179395	10/7/18	LRATEDA 	AU	PO	Hardware	3012	APAC	X	
1179395	10/7/18	LRATEDA 	AU	PO	Hardware	9803	Open Market	X	
1179395	10/7/18	PELLARLL	IL	PO	Hardware	5000	ISR		
1179393	10/7/18	EMOINCOU	US	PO	Facilities	1100	North America	X	
1179393	10/7/18	RY ANY C	US	PO	Facilities	1100	North America	X	
1179393	10/7/18	RY ANY C	US	PO	Facilities	1112	North America	X	
1179392	10/7/18	LANTDAN 	CL	PO	Facilities	4102	CALA	X	
1179392	10/7/18	ELP LPP	US	PO	Facilities	1100	North America	X	
1179391	10/7/18	ECAT CAN	US	NPO	Professional Services	1000	EMEA		U0046
1179389	10/7/18	LINEADNK	BG	PO	Hardware	2220	EMEA	X	
1179389	10/7/18	 RALLCAT	US	PO	Contingent Workforce	1100	North America	X	
1179388	10/7/18	B HLTDHA	IL	PO	Contingent Workforce	2800	EMEA	X	
1179388	10/7/18	B HLTDHA	IL	PO	Contingent Workforce	5000	ISR	X	
1179387	10/7/18	ZCO OWOV	KZ	PO	Facilities	2256	EMEA		
1179386	10/7/18	ME  SA C	CR	PO	Real Estate	4090	CALA		
1179386	10/7/18	NECLTDC 	IL	PO	Contingent Workforce	2300	EMEA		
1179386	10/7/18	NECLTDC 	IL	PO	Contingent Workforce	2800	EMEA	X	
1179386	10/7/18	NECLTDC 	IL	PO	Contingent Workforce	2900	EMEA	X	
1179386	10/7/18	NECLTDC 	IL	PO	Contingent Workforce	5000	ISR	X	
1179385	10/7/18	IA LTD B	IN	PO	Events	6000	India	X	
1179385	10/7/18	IA LTD B	IN	PO	Events	6002	India	X	
1179385	10/7/18	IA LTD B	IN	PO	Events	6060	India	X	
1179383	10/7/18	Y12LTD23	GB	PO	Events	2300	EMEA	X	
1179383	10/7/18	ST IVA C	IN	PO	Contingent Workforce	6000	India		
1179383	10/7/18	ST IVA C	IN	PO	Contingent Workforce	6002	India		
1179383	10/7/18	ST IVA C	IN	PO	Contingent Workforce	6060	India		
1179382	10/7/18	ARAINCA 	US	PO	Software	1200	North America		
1179379	10/7/18	TNGEMSG 	IN	PO	Learning & Development	2300	EMEA	X	
1179379	10/7/18	IASONSS 	IL	PO	HR	2300	EMEA	X	
1179379	10/7/18	IASONSS 	IL	PO	HR	2800	EMEA	X	
1179379	10/7/18	IASONSS 	IL	PO	HR	5000	ISR		
1179378	10/7/18	BONINGNS	IN	PO	Facilities	6000	India		
1179378	10/7/18	BONINGNS	IN	PO	Facilities	6012	India		
1179378	10/7/18	BONINGNS	IN	PO	Facilities	6060	India		
1179377	10/7/18	SFOREROR	IL	PO	Professional Services	5000	ISR	X	
1179377	10/7/18	SFOREROR	IL	PO	Professional Services	5050	ISR		
1179377	10/7/18	SFOREROR	IL	PO	Professional Services	5062	ISR		
1179376	10/7/18	LONSAANI	PE	PO	Hardware	4140	CALA		
1179376	10/7/18	LON SANI	CL	PO	Hardware	2502	EMEA	X	
1179376	10/7/18	LON SANI	CL	PO	Hardware	4102	CALA		
1179374	10/7/18	SECITYC 	IL	PO	Software	2300	EMEA		
1179374	10/7/18	SECITYC 	IL	PO	Software	5000	ISR		
1179373	10/7/18	M LTEDLO	IE	PO	Contingent Workforce	2900	EMEA	X	
1179373	10/7/18	LE P I C	MX	PO	HR	4042	CALA	X	
1179372	10/7/18	LRXLTDX 	IL	PO	Contingent Workforce	1950	North America	X	
1179372	10/7/18	LRXLTDX 	IL	PO	Contingent Workforce	2300	EMEA		
1179372	10/7/18	LRXLTDX 	IL	PO	Contingent Workforce	2800	EMEA	X	
1179372	10/7/18	LRXLTDX 	IL	PO	Contingent Workforce	5000	ISR	X	
1179372	10/7/18	SSOSPAOC	CL	PO	Facilities	4102	CALA	X	
1179371	10/7/18	D SS ASI	AR	PO	Contingent Workforce	4130	CALA	X	
1179370	10/7/18	ACARINAS	MX	PO	Facilities	4042	CALA	X	
1179370	10/7/18	K TINGTI	CR	PO	Professional Services	4090	CALA	X	
1179369	10/7/18	YG INC H	PH	PO	Facilities	3104	APAC	X	
1179369	10/7/18	OL  AG M	CH	NPO	Hardware	2178	EMEA	X	15700
1179369	10/7/18	OL  AG M	CH	NPO	Hardware	9801	Open Market	X	15700
1179368	10/7/18	MDAD LA 	BR	NPO	Professional Services	1100	North America	X	U7957
1179368	10/7/18	MDAD LA 	BR	NPO	Professional Services	2300	EMEA		U0046
1179368	10/7/18	MDAD LA 	BR	NPO	Professional Services	2900	EMEA	X	U7951
1179368	10/7/18	MDAD LA 	BR	NPO	Professional Services	4000	CALA		U7957
1179368	10/7/18	MDAD LA 	BR	NPO	Professional Services	4014	CALA	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	1100	North America	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	1900	North America	X	U7951
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	2300	EMEA		U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	2900	EMEA	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3000	APAC		U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3002	APAC		U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3006	APAC	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3010	APAC	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3012	APAC	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3014	APAC		U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3160	APAC	X	U0046
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	3174	APAC		U7395
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	5000	ISR		U7951
1179368	10/7/18	K ALIAAN	AU	NPO	Professional Services	9803	Open Market	X	U0046
1179366	10/7/18	DNNTEDNO	IN	PO	Hardware	6000	India		
1179366	10/7/18	DNNTEDNO	IN	PO	Hardware	6060	India		
1179366	10/7/18	NAN PANA	IL	PO	Facilities	5050	ISR		
1179365	10/7/18	AS  SA D	FR	PO	Software	2200	EMEA	X	
1179365	10/7/18	AS  SA D	FR	PO	Software	2300	EMEA	X	
1179365	10/7/18	AS  SA D	FR	PO	Software	2800	EMEA		
1179365	10/7/18	AS  SA D	FR	PO	Software	2900	EMEA		
1179365	10/7/18	AS  SA D	FR	PO	Software	5000	ISR		
1179364	10/7/18	LTIINCIC	PH	PO	Facilities	3104	APAC	X	
1179363	10/7/18	AO INC I	US	PO	HR	1200	North America	X	
1179363	10/7/18	R DRTSDU	IN	PO	Events	6000	India	X	
1179362	10/7/18	CV LTD H	IL	PO	Facilities	5000	ISR	X	
1179362	10/7/18	MEZLLAZA	ES	PO	Facilities	2540	EMEA	X	
1179360	10/7/18	AR LTD F	IL	PO	Vehicles	5000	ISR		
1179360	10/7/18	 DITEDIA	GB	PO	Marketing & Creative	2300	EMEA	X	
1179360	10/7/18	 DITEDIA	GB	PO	Marketing & Creative	2500	EMEA	X	
1179360	10/7/18	 DITEDIA	GB	PO	Marketing & Creative	5000	ISR	X	
1179359	10/7/18	APOTDAOR	CL	PO	Travel	4102	CALA	X	
1179359	10/7/18	RH HAD I	MY	NPO	HR	3100	APAC		U7363
1179358	10/7/18	R RVICRO	RO	PO	Contingent Workforce	2900	EMEA		
1179358	10/7/18	WTTA ST 	PL	PO	Hardware	2680	EMEA	X	
1179357	10/7/18	ITFINCFU	US	PO	Marketing & Creative	1200	North America	X	
1179356	10/7/18	IWA OYAT	FI	NPO	Professional Services	2200	EMEA	X	U7338
1179356	10/7/18	IWA OYAT	FI	NPO	Professional Services	2630	EMEA	X	U7393
1179356	10/7/18	GESICESE	US	PO	Marketing & Creative	2300	EMEA	X	
1179353	10/7/18	NALLLCLI	VN	NPO	Professional Services	3110	APAC	X	U7599
1179350	10/7/18	MVALTDA 	IN	PO	Contingent Workforce	2800	EMEA	X	
1179350	10/7/18	MVALTDA 	IN	PO	Contingent Workforce	2900	EMEA	X	
1179350	10/7/18	MVALTDA 	IN	PO	Contingent Workforce	6000	India	X	
1179349	10/7/18	 RPORPP	KR	PO	Real Estate	3182	APAC		
1179349	10/7/18	NINNTSN 	IL	PO	Events	5000	ISR	X	
1179348	10/7/18	LY.LLC.C	US	PO	Marketing & Creative	2300	EMEA		
1179348	10/7/18	CELMANL 	US	PO	Contingent Workforce	1200	North America		
1179346	10/7/18	MLBULTBR	IL	PO	Learning & Development	5000	ISR	X	
1179346	10/7/18	G RLLCRE	US	PO	Marketing & Creative	1950	North America	X	
1179346	10/7/18	G RLLCRE	US	PO	Marketing & Creative	2300	EMEA	X	
1179345	10/7/18	L FC VFL	MX	PO	Facilities	4042	CALA		
1179345	10/7/18	GL LEN A	ES	PO	Real Estate	2540	EMEA		
1179344	10/7/18	SOOLTDOD	IN	PO	HR	6060	India		
1179343	10/7/18	V SINCSI	US	PO	Facilities	1100	North America	X	
1179342	10/7/18	EN LLC S	US	PO	Facilities	1100	North America	X	
1179341	10/7/18	R EIONEN	IL	PO	Learning & Development	2800	EMEA	X	
1179341	10/7/18	R EIONEN	IL	PO	Learning & Development	5000	ISR	X	
1179340	10/7/18	RT  LL E	US	NPO	Facilities	1100	North America		49000
1179340	10/7/18	LCOADAOM	CL	PO	Hardware	4102	CALA		
1179339	10/7/18	CDANSAAD	US	PO	Marketing & Creative	1200	North America	X	
1179338	10/7/18	ID PRI F	IN	PO	Facilities	6000	India		
1179338	10/7/18	ID PRI F	IN	PO	Facilities	6060	India		
1179335	10/7/18	URK UGK 	DE	PO	Facilities	2174	EMEA		
1179333	10/7/18	 OUIONUP	KR	PO	Facilities	3182	APAC		
1179332	10/7/18	FINRTSNS	KZ	NPO	Professional Services	2256	EMEA	X	U7599
1179332	10/7/18	AH LTD V	IN	PO	HR	6060	India	X	
1179331	10/7/18	CNILTDIT	IE	PO	Contingent Workforce	2800	EMEA	X	
1179331	10/7/18	CNILTDIT	IE	PO	Contingent Workforce	2900	EMEA		
1179331	10/7/18	CNILTDIT	IE	PO	Contingent Workforce	3002	APAC		
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	1210	North America	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	2140	EMEA	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	2142	EMEA		
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	2258	EMEA	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	2800	EMEA	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	2900	EMEA	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	4000	CALA	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	5000	ISR		
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	5050	ISR	X	
1179330	10/7/18	S CLTDCO	IL	PO	Contingent Workforce	5062	ISR		
1179328	10/7/18	EO LTD K	KR	PO	Contingent Workforce	3182	APAC	X	
1179328	10/7/18	 WSINCSW	US	PO	Marketing & Creative	1380	North America	X	
1179328	10/7/18	 WSINCSW	US	PO	Marketing & Creative	2300	EMEA	X	
1179328	10/7/18	 WSINCSW	US	PO	Marketing & Creative	9800	Open Market	X	
1179327	10/7/18	OOMLTDM 	IL	PO	Contingent Workforce	2800	EMEA	X	
1179327	10/7/18	OOMLTDM 	IL	PO	Contingent Workforce	5000	ISR	X	
1179326	10/7/18	DUTLTDTT	IL	PO	Contingent Workforce	2300	EMEA	X	
1179326	10/7/18	DUTLTDTT	IL	PO	Contingent Workforce	2800	EMEA	X	
1179326	10/7/18	DUTLTDTT	IL	PO	Contingent Workforce	2900	EMEA	X	
1179326	10/7/18	DUTLTDTT	IL	PO	Contingent Workforce	5000	ISR	X	
1179325	10/7/18	AOUS AUR	EC	PO	Facilities	4120	CALA	X	
1179325	10/7/18	LON SANI	ES	PO	Hardware	2540	EMEA		
1179323	10/7/18	O SLACST	US	NPO	Professional Services	1100	North America	X	U7957
1179322	10/7/18	T ER OEL	CZ	PO	Hardware	2670	EMEA		
1179321	10/7/18	TTELTDE 	IL	PO	Hardware	5000	ISR	X	
1179319	10/7/18	W IGHTIN	GB	PO	Marketing & Creative	2300	EMEA		
1179318	10/7/18	AINLLCNF	US	PO	Contingent Workforce	1100	North America	X	
1179318	10/7/18	AINLLCNF	US	PO	Contingent Workforce	2200	EMEA	X	
1179318	10/7/18	AINLLCNF	US	PO	Contingent Workforce	6000	India	X	
1179318	10/7/18	AINLLCNF	US	PO	Contingent Workforce	6002	India	X	
1179318	10/7/18	AINLLCNF	US	PO	Contingent Workforce	6060	India	X	
1179318	10/7/18	PA LTD B	IL	PO	Contingent Workforce	2800	EMEA	X	
1179317	10/7/18	R CHENCO	IL	PO	Marketing & Creative	5000	ISR		
1179316	10/7/18	PECLTDC 	AU	PO	Hardware	3002	APAC	X	
1179316	10/7/18	PECLTDC 	AU	PO	Hardware	3012	APAC	X	
1179315	10/7/18	CRDALZD 	US	PO	Facilities	1100	North America	X	
1179314	10/7/18	HNDTEDDI	IN	PO	Facilities	6000	India	X	
1179314	10/7/18	HNDTEDDI	IN	PO	Facilities	6002	India	X	
1179313	10/7/18	MINLLPNO	US	PO	Software	1200	North America		
1179312	10/7/18	NR INC F	US	PO	Software	1180	North America	X	
1179312	10/7/18	NR INC F	US	PO	Software	1200	North America	X	
1179311	10/7/18	YURN ER 	BR	NPO	Travel	4000	CALA		U7404
1179310	10/7/18	 EPORNPH	DE	PO	Marketing & Creative	2300	EMEA	X	
1179309	10/7/18	B STEDSE	GB	PO	Facilities	2182	EMEA		
1179309	10/7/18	MC  SA S	CL	PO	Facilities	4102	CALA		
1179308	10/7/18	RO ADA P	CL	PO	Facilities	4102	CALA	X	
1179307	10/7/18	PF TEA T	IL	PO	Contingent Workforce	2300	EMEA	X	
1179307	10/7/18	PF TEA T	IL	PO	Contingent Workforce	2800	EMEA	X	
1179307	10/7/18	PF TEA T	IL	PO	Contingent Workforce	5000	ISR	X	
1179306	10/7/18	R MELSMA	IL	PO	Events	5000	ISR		
1179306	10/7/18	R MELSMA	IL	PO	Events	5100	ISR	X	
1179306	10/7/18	N BRONBE	IL	PO	Marketing & Creative	5000	ISR	X	
1179305	10/7/18	TNTM CTE	VN	PO	Hardware	3110	APAC	X	
1179302	10/7/18	B TAELTO	IL	NPO	HR	5000	ISR		U7490
1179302	10/7/18	B TAELTO	IL	NPO	HR	5100	ISR		U7490
1179301	10/7/18	EHETIOEQ	CA	PO	Facilities	1900	North America	X	
1179300	10/7/18	CLTLTDTD	IL	PO	Hardware	2300	EMEA	X	
1179300	10/7/18	CLTLTDTD	IL	PO	Hardware	5000	ISR	X	
1179300	10/7/18	A6 LTD P	AU	PO	Learning & Development	3002	APAC	X	
1179299	10/7/18	MATOGYTI	SG	PO	Contingent Workforce	3108	APAC	X	
1179299	10/7/18	MATOGYTI	SG	PO	Contingent Workforce	5050	ISR	X	
1179299	10/7/18	LS LLC T	US	NPO	Professional Services	2300	EMEA		U0046
1179298	10/7/18	A SROSSE	BR	NPO	Professional Services	4000	CALA	X	U7599
1179298	10/7/18	RC LTD C	IL	PO	Hardware	5000	ISR	X	
1179297	10/7/18	N MANNMA	IL	PO	Events	1100	North America	X	
1179297	10/7/18	N MANNMA	IL	PO	Events	5000	ISR	X	
1179296	10/7/18	XNDINCD 	US	PO	Software	1200	North America	X	
1179295	10/7/18	NE INC C	PH	PO	HR	3104	APAC		
1179295	10/7/18	AANNERNE	IL	PO	Marketing & Creative	5100	ISR	X	
1179294	10/7/18	RLTLTDTO	IL	NPO	Vehicles	5000	ISR		U7391
1179294	10/7/18	RLTLTDTO	IL	NPO	Vehicles	5100	ISR		U7391
1179293	10/7/18	NMOINCOV	PH	NPO	Vehicles	1900	North America	X	U7404
1179293	10/7/18	NMOINCOV	PH	NPO	Vehicles	3104	APAC	X	U7404
1179293	10/7/18	FMA SIAT	CL	PO	Contingent Workforce	4102	CALA	X	
1179292	10/7/18	I LTEDLI	CY	NPO	HR	2800	EMEA		U7490
1179290	10/7/18	PTCLTDCO	GB	PO	Marketing & Creative	1200	North America	X	
1179290	10/7/18	PTCLTDCO	GB	PO	Marketing & Creative	2500	EMEA	X	
1179289	10/7/18	M HLTDHO	IN	PO	Events	6060	India		
1179287	10/7/18	INHCLUHE	GB	PO	Marketing & Creative	2300	EMEA		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	1100	North America		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	1120	North America	X	
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	1334	North America		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	2630	EMEA	X	
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	6000	India		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	6002	India		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	6012	India		
1179285	10/7/18	LECTEDCH	IN	PO	Contingent Workforce	6060	India		
1179284	10/7/18	 TSRTSS	IN	PO	Facilities	6000	India	X	
1179283	10/7/18	GHWELSWA	IN	PO	Facilities	6000	India	X	
1179283	10/7/18	GHWELSWA	IN	PO	Facilities	6012	India	X	
1179283	10/7/18	GHWELSWA	IN	PO	Facilities	6060	India	X	
1179281	10/7/18	G1 LTD C	KR	PO	Facilities	3182	APAC	X	
1179280	10/7/18	705ORP5 	CA	PO	Contingent Workforce	1900	North America	X	
1179279	10/7/18	SANLTDNO	CY	PO	Facilities	2800	EMEA	X	
1179278	10/7/18	LGRLTDRO	IN	PO	Events	2300	EMEA	X	
1179278	10/7/18	LGRLTDRO	IN	PO	Events	6000	India		
1179278	10/7/18	LGRLTDRO	IN	PO	Events	6002	India		
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	1100	North America	X	
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	2300	EMEA		
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	3100	APAC	X	
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	3102	APAC	X	
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	3104	APAC	X	
1179278	10/7/18	O LLLCLL	US	PO	Professional Services	3120	APAC	X	
1179277	10/7/18	ISELTDER	IL	PO	Contingent Workforce	2800	EMEA	X	
1179277	10/7/18	ISELTDER	IL	PO	Contingent Workforce	5000	ISR		
1179276	10/7/18	YS ORP S	US	PO	Facilities	1100	North America		
1179275	10/7/18	EDIB VIR	NL	PO	Hardware	2620	EMEA	X	
1179275	10/7/18	EDIB VIR	NL	PO	Hardware	2900	EMEA	X	
1179275	10/7/18	SE ONS S	IN	PO	Facilities	6000	India	X	
1179273	10/7/18	R DLLODI	AR	PO	Professional Services	4130	CALA		
1179272	10/7/18	W T LTTE	IN	PO	Facilities	6000	India		
1179272	10/7/18	W T LTTE	IN	PO	Facilities	6002	India		
1179272	10/7/18	W T LTTE	IN	PO	Facilities	6012	India		
1179271	10/7/18	COCATSCI	FR	NPO	Professional Services	2126	EMEA	X	U7609
1179271	10/7/18	COCATSCI	FR	NPO	Professional Services	2640	EMEA	X	U7609
1179270	10/7/18	 URSIARA	"ID"	NPO	Professional Services	3120	APAC	X	U7599
1179270	10/7/18	 URSIARA	"ID"	NPO	Professional Services	3124	APAC	X	U7599
1179270	10/7/18	LON SANI	CL	PO	Hardware	4102	CALA		
1179269	10/7/18	RI OUP G	IN	PO	Events	6000	India	X	
1179269	10/7/18	RI OUP G	IN	PO	Events	6002	India	X	
1179269	10/7/18	RI OUP G	IN	PO	Events	6012	India	X	
1179269	10/7/18	RI OUP G	IN	PO	Events	6060	India	X	
1179268	10/7/18	E SONSSO	IN	PO	Hardware	6000	India	X	
1179266	10/7/18	L F LTFO	IL	PO	Facilities	5000	ISR	X	
1179266	10/7/18	MO  AG M	LI	NPO	Hardware	2178	EMEA	X	15700
1179266	10/7/18	MO  AG M	LI	NPO	Hardware	9801	Open Market	X	15700
1179265	10/7/18	 E LTD M	CY	PO	Events	2800	EMEA		
1179265	10/7/18	GAICA	IL	PO	Events	5000	ISR	X	
1179264	10/7/18	GM LTD M	SG	PO	Hardware	3160	APAC	X	
1179263	10/7/18	S SNZISP	IL	PO	Events	2300	EMEA	X	
1179263	10/7/18	S SNZISP	IL	PO	Events	5000	ISR	X	
1179263	10/7/18	L HTD.HE	CA	NPO	Professional Services	1900	North America		U7599
1179263	10/7/18	L HTD.HE	CA	NPO	Professional Services	1960	North America	X	U7599
1179262	10/7/18	SLEKSTE 	US	PO	Professional Services	1116	North America	X	
1179262	10/7/18	FR INC I	CA	PO	Events	1100	North America	X	
1179262	10/7/18	FR INC I	CA	PO	Events	2300	EMEA		
1179261	10/7/18	LRECOMEE	US	PO	Hardware	2912	EMEA		
1179261	10/7/18	LRECOMEE	US	PO	Hardware	5000	ISR		
1179260	10/7/18	A D SADE	CL	PO	Facilities	4102	CALA	X	
1179258	10/7/18	GO ANA C	US	PO	Contingent Workforce	1200	North America	X	
1179257	10/7/18	NINLTDNG	SG	NPO	Professional Services	3160	APAC		U7599
1179257	10/7/18	NINLTDNG	SG	NPO	Professional Services	3166	APAC		U7599
1179256	10/7/18	IWOMBHOL	AT	PO	Facilities	2100	EMEA		
1179256	10/7/18	ECAINCAN	US	PO	Facilities	1100	North America	X	
1179255	10/7/18	O CIONCO	US	PO	Contingent Workforce	2800	EMEA		
1179255	10/7/18	O CIONCO	US	PO	Contingent Workforce	2900	EMEA	X	
1179255	10/7/18	O CIONCO	US	PO	Contingent Workforce	5062	ISR		
1179254	10/7/18	CR NEZ S	MX	PO	Facilities	4042	CALA		
1179253	10/7/18	CSIRPOIO	PH	PO	Facilities	3104	APAC	X	
1179252	10/7/18	R SARESO	IN	PO	Software	6000	India	X	
1179252	10/7/18	R SARESO	IN	PO	Software	6002	India		
1179252	10/7/18	R SARESO	IN	PO	Software	6060	India	X	
1179250	10/7/18	RRDSEAD 	IN	PO	Professional Services	3160	APAC	X	
1179250	10/7/18	RRDSEAD 	IN	PO	Professional Services	6000	India	X	
1179250	10/7/18	CHEINGER	IE	PO	Contingent Workforce	5050	ISR	X	
1179249	10/7/18	FMAINCAT	US	PO	Contingent Workforce	1100	North America		
1179249	10/7/18	FMAINCAT	US	PO	Contingent Workforce	2900	EMEA		
1179249	10/7/18	TT  LT S	IN	PO	Marketing & Creative	6000	India	X	
1179248	10/7/18	T OLTDOF	CY	PO	Facilities	2800	EMEA		
1179248	10/7/18	ST LTD S	IN	PO	Contingent Workforce	6000	India	X	
1179248	10/7/18	ST LTD S	IN	PO	Contingent Workforce	6002	India	X	
1179248	10/7/18	ST LTD S	IN	PO	Contingent Workforce	6060	India	X	
1179245	10/7/18	CTYEMEY 	US	PO	Professional Services	6000	India	X	
1179245	10/7/18	SAYPAYY	BG	NPO	Travel	2220	EMEA	X	U7404
1179244	10/7/18	CRINCYIO	IN	PO	Facilities	6000	India	X	
1179244	10/7/18	CRINCYIO	IN	PO	Facilities	6002	India	X	
1179243	10/7/18	ACH SAHI	CL	PO	Facilities	4102	CALA		
1179243	10/7/18	ERI CAIC	CL	PO	Facilities	4102	CALA		
1179242	10/7/18	RERSTER 	BR	PO	Contingent Workforce	4000	CALA	X	
1179241	10/7/18	CELLTDLA	IN	PO	Contingent Workforce	6000	India	X	
1179240	10/7/18	TEETONEN	US	PO	Marketing & Creative	1200	North America		
1179240	10/7/18	KNSPCLSU	TH	NPO	HR	3108	APAC	X	U7363
1179237	10/7/18	LIKINCK 	US	PO	Software	2170	EMEA	X	
1179237	10/7/18	LIKINCK 	US	PO	Software	2800	EMEA	X	
1179237	10/7/18	LIKINCK 	US	PO	Software	5000	ISR		
1179236	10/7/18	UCRNIARO	US	NPO	Professional Services	1116	North America	X	U7599
1179236	10/7/18	TLOICOOB	MX	PO	Hardware	4042	CALA		
1179235	10/7/18	BA LLC E	US	PO	Events	2300	EMEA		
1179235	10/7/18	LE A S R	DK	PO	Facilities	2460	EMEA		
1179234	10/7/18	EALINCLA	PH	PO	Travel	3104	APAC	X	
1179233	10/7/18	RISIONSE	PA	PO	Contingent Workforce	4110	CALA	X	
1179233	10/7/18	RISIONSE	PA	PO	Contingent Workforce	5050	ISR	X	
1179231	10/7/18	ALULTDUX	IN	PO	Facilities	6000	India	X	
1179231	10/7/18	ALULTDUX	IN	PO	Facilities	6002	India	X	
1179231	10/7/18	ALULTDUX	IN	PO	Facilities	6012	India	X	
1179230	10/7/18	PSSLTDSO	IL	PO	Facilities	5000	ISR		
1179230	10/7/18	TRELLCE 	US	PO	Marketing & Creative	2300	EMEA	X	
1179229	10/7/18	EOSEAMS 	CY	NPO	HR	2800	EMEA		U7490
1179228	10/7/18	AS SES A	PH	PO	Facilities	3104	APAC	X	
1179228	10/7/18	GOS SAS 	CL	PO	Real Estate	4102	CALA	X	
1179227	10/7/18	NRUTARUC	IL	PO	Facilities	5000	ISR		
1179226	10/7/18	KG LTD A	IL	PO	Facilities	5000	ISR		
1179226	10/7/18	 LMNDOMA	"ID"	PO	Real Estate	3120	APAC	X	
1179225	10/7/18	RRATEDA 	IN	PO	Contingent Workforce	6000	India	X	
1179224	10/7/18	EEXLLCX 	US	PO	Marketing & Creative	1116	North America	X	
1179224	10/7/18	EEXLLCX 	US	PO	Marketing & Creative	1200	North America	X	
